date,deposits,withdrawls,withdrawls
21-Aug-24,35.02,481.52,4919.99
22-Aug-24,502.77,576.04,4846.72
22-Aug-24,816.67,490.78,5172.61
22-Aug-24,162.59,426.49,4908.71
23-Aug-24,557.76,261.77,5204.7
23-Aug-24,108.56,798.88,4514.38
23-Aug-24,100.17,132.16,4482.39
24-Aug-24,615.11,43.69,5053.81
24-Aug-24,69.34,829.82,4293.33
24-Aug-24,471.21,355.94,4408.6
25-Aug-24,576.47,619.16,4365.91
25-Aug-24,389.19,444.16,4310.94
25-Aug-24,976.96,786.54,4501.36
26-Aug-24,465.98,205.86,4761.48
26-Aug-24,727.13,477.95,5010.66
26-Aug-24,279.9,784.44,4506.12
27-Aug-24,712.29,427.14,4791.27
27-Aug-24,517.74,547.24,4761.77
27-Aug-24,694,540.82,4914.95
28-Aug-24,185.81,339.99,4760.77
28-Aug-24,633.88,728.21,4666.44
28-Aug-24,868.34,220.73,5314.05
29-Aug-24,243.33,383.79,5173.59
29-Aug-24,760.09,733.95,5199.73
29-Aug-24,183.42,396.6,4986.55
30-Aug-24,126.06,709.89,4402.72
30-Aug-24,456.35,275.32,4583.75
30-Aug-24,179.27,218.44,4544.58
31-Aug-24,241.64,419.84,4366.38
31-Aug-24,370.24,257.39,4479.23
31-Aug-24,658.71,187.62,4950.32
1-Sep-24,619.7,342.38,5227.64
1-Sep-24,902.02,961.04,5168.62
1-Sep-24,288.38,754.84,4702.16
2-Sep-24,158.6,149.54,4711.22
2-Sep-24,521.38,239.6,4993
2-Sep-24,570.64,913.18,4650.46
3-Sep-24,683.45,696.62,4637.29
3-Sep-24,868.82,788.58,4717.53
3-Sep-24,663.08,616.74,4763.87
4-Sep-24,197.34,998.4,3962.81
4-Sep-24,214.1,918.68,3258.23
4-Sep-24,157.28,537.48,2878.03
5-Sep-24,69.95,271.89,2676.09
5-Sep-24,566.38,358.6,2883.87
5-Sep-24,330.11,428.37,2785.61
6-Sep-24,42.8,314.97,2513.44
6-Sep-24,46.82,475.39,2084.87
6-Sep-24,832.83,343.6,2574.1
7-Sep-24,779.42,98.13,3255.39
7-Sep-24,16.78,118.22,3153.95
7-Sep-24,22.89,332.62,2844.22
8-Sep-24,427.31,966.02,2305.51
8-Sep-24,703.39,156.75,2852.15
8-Sep-24,770.86,881.84,2741.17
9-Sep-24,140.66,575.14,2306.69
9-Sep-24,392.67,777.08,1922.28
9-Sep-24,556.22,289.34,2189.16
10-Sep-24,491.32,227.33,2453.15
10-Sep-24,530.29,612.25,2371.19
10-Sep-24,128.97,337.25,2162.91
11-Sep-24,808.71,811.9,2159.72
11-Sep-24,953.27,76.27,3036.72
11-Sep-24,386.54,596.92,2826.34
12-Sep-24,414.59,988.86,2252.07
12-Sep-24,523.99,492.42,2283.64
12-Sep-24,794.14,706.5,2371.28
13-Sep-24,909.71,943.53,2337.46
13-Sep-24,825.75,518.66,2644.55
13-Sep-24,500.02,548.39,2596.18
14-Sep-24,751.95,51.93,3296.2
14-Sep-24,578.25,483.99,3390.46
14-Sep-24,712.15,200.69,3901.92
15-Sep-24,641.22,516.29,4026.85
15-Sep-24,92.33,950.94,3168.24
15-Sep-24,425.17,740.5,2852.91
16-Sep-24,883.33,577.82,3158.42
16-Sep-24,252.56,192.35,3218.63
16-Sep-24,840.48,909.35,3149.76
17-Sep-24,365.32,104.7,3410.38
17-Sep-24,488.04,794.83,3103.59
17-Sep-24,213.98,211.91,3105.66
18-Sep-24,198.17,847.71,2456.12
18-Sep-24,575.98,900.99,2131.11
18-Sep-24,322.56,258.33,2195.34
19-Sep-24,823.34,39.79,2978.89
19-Sep-24,777.81,745.31,3011.39
19-Sep-24,37.57,961.65,2087.31
20-Sep-24,774.63,894,1967.94
20-Sep-24,441.24,349.7,2059.48
20-Sep-24,538.66,859.6,1738.54
21-Sep-24,422.57,691.93,1469.18
21-Sep-24,287.65,415.49,1341.34
21-Sep-24,819.88,147.08,2014.14
22-Sep-24,299.06,424.19,1889.01
22-Sep-24,135.14,478.25,1545.9
22-Sep-24,365.74,884.37,1027.27
23-Sep-24,520.76,458.82,1089.21
23-Sep-24,259.47,741.63,607.05
23-Sep-24,889.57,210.73,1285.89
24-Sep-24,870.84,562.9,1593.83
24-Sep-24,645.91,206.49,2033.25
24-Sep-24,441.01,702.68,1771.58
25-Sep-24,878.42,95.22,2554.78
25-Sep-24,768.78,316.08,3007.48
25-Sep-24,482.06,404.89,3084.65
26-Sep-24,912.17,209.24,3787.58
26-Sep-24,785.6,257.63,4315.55
26-Sep-24,300.09,587.02,4028.62
27-Sep-24,805.53,157.97,4676.18
27-Sep-24,154.84,457.84,4373.18
27-Sep-24,739.67,949.86,4162.99
28-Sep-24,930.04,177.17,4915.86
28-Sep-24,288.04,477.89,4726.01
28-Sep-24,767.55,27.49,5466.07
29-Sep-24,850.88,413.71,5903.24
29-Sep-24,265.15,47.67,6120.72
29-Sep-24,483.14,872.42,5731.44
30-Sep-24,929.63,304.52,6356.55
30-Sep-24,517.81,36.47,6837.89
30-Sep-24,514.56,314.67,7037.78
1-Oct-24,704.2,647.24,7094.74
1-Oct-24,931.43,173.41,7852.76
1-Oct-24,980.46,383.36,8449.86
2-Oct-24,64.86,859.71,7655.01
2-Oct-24,752.38,592.08,7815.31
2-Oct-24,892.56,355.84,8352.03
3-Oct-24,246.25,71.2,8527.08
3-Oct-24,750.86,187.15,9090.79
3-Oct-24,403.24,168.46,9325.57
4-Oct-24,48.53,185.24,9188.86
4-Oct-24,595.01,565.93,9217.94
4-Oct-24,30.37,698.87,8549.44
5-Oct-24,10.56,215.54,8344.46
5-Oct-24,311.07,615.62,8039.91
5-Oct-24,414.38,524.85,7929.44
6-Oct-24,68.11,392.13,7605.42
6-Oct-24,62.14,176.11,7491.45
6-Oct-24,936.02,89.19,8338.28
7-Oct-24,143.11,840.65,7640.74
7-Oct-24,165.64,409.56,7396.82
7-Oct-24,666.17,663.72,7399.27
8-Oct-24,402.7,41.01,7760.96
8-Oct-24,160.14,514.97,7406.13
8-Oct-24,793.68,174.63,8025.18
9-Oct-24,424.53,953.87,7495.84
9-Oct-24,652.66,150.03,7998.47
9-Oct-24,970.31,853.99,8114.79
10-Oct-24,244.67,58.21,8301.25
10-Oct-24,447.27,245.04,8503.48
10-Oct-24,215.35,304.83,8414
11-Oct-24,895.13,328.77,8980.36
11-Oct-24,271.09,894.33,8357.12
11-Oct-24,292.49,523.77,8125.84
12-Oct-24,901.06,987.79,8039.11
12-Oct-24,589.49,406.36,8222.24
12-Oct-24,44.56,757.37,7509.43
13-Oct-24,828.95,401.25,7937.13
13-Oct-24,625.24,229.3,8333.07
13-Oct-24,936.11,165.12,9104.06
14-Oct-24,140.66,438.29,8806.43
14-Oct-24,622.6,166.3,9262.73
14-Oct-24,902.99,150.36,10015.36
15-Oct-24,386.35,454.41,9947.3
15-Oct-24,507.84,661.46,9793.68
15-Oct-24,859.15,111.42,10541.41
16-Oct-24,427.91,322.06,10647.26
16-Oct-24,60.15,649.16,10058.25
16-Oct-24,970.27,930.64,10097.88
17-Oct-24,926.62,894.01,10130.49
17-Oct-24,801.8,909.02,10023.27
17-Oct-24,764.54,117.12,10670.69
18-Oct-24,663.24,379.12,10954.81
18-Oct-24,615.14,872.6,10697.35
18-Oct-24,549.41,455.24,10791.52
19-Oct-24,4.25,606.58,10189.19
19-Oct-24,602.17,104.31,10687.05
19-Oct-24,512.16,227.7,10971.51
20-Oct-24,701.96,624.68,11048.79
20-Oct-24,481.86,669.94,10860.71
20-Oct-24,795.49,861.95,10794.25
21-Oct-24,844.01,493.38,11144.88
21-Oct-24,141.35,643.09,10643.14
21-Oct-24,198.51,124.58,10717.07
22-Oct-24,993.68,847.58,10863.17
22-Oct-24,763.06,341.05,11285.18
22-Oct-24,340.44,276.25,11349.37
23-Oct-24,323.62,242.65,11430.34
23-Oct-24,18.51,213.93,11234.92
23-Oct-24,11.16,88.02,11158.06
24-Oct-24,532.13,763.77,10926.42
24-Oct-24,100.49,479.01,10547.9
24-Oct-24,930.77,261.59,11217.08
25-Oct-24,492.87,458.65,11251.3
25-Oct-24,533.6,815.96,10968.94
25-Oct-24,238.46,663.67,10543.73
26-Oct-24,272.82,568.6,10247.95
26-Oct-24,378.43,52.93,10573.45
26-Oct-24,350.62,482.19,10441.88
27-Oct-24,548.4,816.02,10174.26
27-Oct-24,898.69,992.37,10080.58
27-Oct-24,406.95,808.74,9678.79
28-Oct-24,394.82,813,9260.61
28-Oct-24,282.09,844.36,8698.34
28-Oct-24,667.36,218.18,9147.52
29-Oct-24,599.68,36.47,9710.73
29-Oct-24,171.6,967.92,8914.41
29-Oct-24,89.04,980.43,8023.02
30-Oct-24,35.44,25.95,8032.51
30-Oct-24,254.55,351.83,7935.23
30-Oct-24,26.45,568.85,7392.83
31-Oct-24,791.11,938.35,7245.59
31-Oct-24,67.83,993.3,6320.12
31-Oct-24,630.36,934.77,6015.71
1-Nov-24,644.84,717.09,5943.46
1-Nov-24,399.93,99.63,6243.76
1-Nov-24,428.41,604.79,6067.38
2-Nov-24,690.2,290,6467.58
2-Nov-24,9.22,344.18,6132.62
2-Nov-24,176,934.4,5374.22
